sieve choosen 29
number of total trys 444
22.52252252252252% Erfolgsquote 
1	1007953294423
1	509329467041
1	1018317340129
1	224105099327
1	570776817883
1	1255608928837
1	729696392143
1	828957443711
1	1291150833047
1	1304165641787
1	1154849184451
1	289866718931
1	1049239627213
1	1207063405897
1	546116353483
1	1363794590173
1	177854015063
1	499541505403
1	1190917030213
1	912416165593
1	1209653171819
1	324538381397
1	644258213213
1	621853257821
1	11883345809
1	1302402114487
1	833308354349
1	364758817531
1	835132850327
1	366509028881
1	1305500315527
1	1262394519283
1	790521580417
1	20622946739
1	457025192783
1	461259724633
1	779022432319
1	686709779381
1	230140076393
1	735875746871
1	803611277929
1	30034942277
1	1306395555583
1	1062402577673
1	1295548433507
1	136622359879
1	1222414206379
1	769698171661
1	208495935671
1	728763037907
1	216077446177
1	28333876037
1	64339602997
1	571925998627
1	327624752113
1	708269671981
1	965592041147
1	1112590633057
1	473336468459
1	933549850903
1	19111451309
1	1332382368433
1	830823374681
1	968135539739
1	198166605493
1	741689821133
1	832808391683
1	363146553767
1	239194816403
1	1128322935419
1	164441775733
1	430068420967
1	576292770127
1	998265799207
1	581215740863
1	1203184792483
1	1005980080813
1	1353770843461
1	864745561987
1	641653625857
1	270465211381
1	1232326430921
1	520174521637
1	458978792141
1	1187645980187
1	891765800609
1	940723171391
1	1111505803579
1	770727697387
1	394295203453
1	189217076431
1	543946152973
1	65915610623
1	125622200153
1	443695290569
1	856778974903
1	49435914127
1	1062470726617
1	867844165373
1	871624093841
