sieve choosen 53
number of total trys 759
13.175230566534914% Erfolgsquote 
1	1368744656048255522299
1	6811134121736417776393
1	6387475061531745168899
1	3454450798582981043527
1	3128559213815445296011
1	1173209705180061218231
1	3910699017266946452521
1	1792403716246705959589
1	3095970055336294721573
1	4595071345285052717303
1	4366947235947165199381
1	2933024262953281064311
1	2737489312086460102667
1	2933024262951376586263
1	1987938667110189915827
1	1792403716248024023303
1	3389272481633178660503
1	945085595839978141673
1	977674754320218940163
1	1270977180611562966461
1	6452653378489623244831
1	5116497880924876895429
1	2509365202744536000091
1	4660249662242745001793
1	2248651934929187679517
1	5735691891988152698437
1	3356683323153274306697
1	5540156941126465722037
1	3161148372288272948243
1	325891584778166522099
1	977674754317298033891
1	2020527825586623610903
1	2346419410362495141511
1	2053116984063459504679
1	1368744656048093756659
1	1890171191683296564841
1	4920962930059856488141
1	391069901729457302147
1	4008466492698513297427
1	5703102733514525233039
1	5474978624169398653369
1	2639721836658505590293
1	2183473617976544477743
1	358480743253228110197
1	3584807432492898146467
1	1270977180613075255921
1	5800870208941817631143
1	5996405159808058644521
1	293302426300805051219
1	2085706142542625862751
1	4790606296149438205433
1	6583010012392574349871
1	5800870208943530835781
1	2248651934927333676733
1	6811134121735959111337
1	2965613421430465786709
1	651783169547047653439
1	3063380896862037502477
1	3421861640106869361299
1	2607132678176575112827
1	716961486502390386029
1	1759814557772836957289
1	977674754316240315431
1	5279443673306394631301
1	5507567782648291162573
1	1824992874728813358931
1	6452653378486242364673
1	1890171191683121976773
1	6420064220007654048829
1	945085595843025914197
1	3715164066403344963439
1	3030791738379602485207
1	6517831695440792659657
1	293302426298911485637
1	6517831695444001597891
1	4627660503766190091881
1	2933024262949681887533
1	5931226842850188489443
1	5637924416557563500723
1	1792403716248235909309
1	1433922973001050607923
1	65178316958540660863
1	6257118427621642710781
1	456248218684416566657
1	5898637684376083595701
1	5735691891987904104043
1	4008466492695210245519
1	3715164066405932739719
1	3095970055339327661069
1	554015694115928449481
1	6159350952195094497083
1	4725427979193462237943
1	3845520700309678088767
1	4204001443558356200507
1	4497303869858498731861
1	3226326689246330431819
1	6583010012393643647839
1	6843723280212407021479
1	1466512131477311684861
1	6550420853920016643413
